	Código Proyecto	Foco Apoyo	Tipo Intervención	Instrumento	Instrumento Homologado	Estado Data	Tipo Persona	Rut Beneficiario	Beneficiario	Título	Objetivo	Año Adjudicación	Financiamiento Innova	Aprobado Privado	Aprobado Privado Pecuniario	Monto Certificado Ley	Tipo Innovación	Mercado Objetivo	Criterio Mujer	Género	Sostenible	ODS principal	Meta principal	Economía Circular	Modelo de Circularidad	Región	Tramo Ventas	Inicio Actividad Económica	Sector Económico	Patron principal asociado	Tipo proyecto	R principal	Estrategia R Principal	Ley REP	Ley REP (Sí/No)	ERNC	Tendencia Final
1418	21SN2-200609	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76209579-3	Claudia Garcés Korver Limitada	Desarrollo de un Snack Premio / Adiestramiento para perros bajo un modelo circular	desarrollar y mejorar la funcionalidad tecnológica de un snack premio y/o golosina de adiestramiento para perros, que permita validar su uso en el mercado objetivo y establecer un proceso de elaboración escalable en entorno relevante.	2022.0	10000000	$2.500.000	$2.500.000		Producto	Multisectorial	no aplica	Femenino	Sí	ODS12	12.6	No		Región de Valparaíso	Microempresa	2012-05-05 00:00:00	Servicios empresariales administrativos y de apoyo		Producción Sostenible			No			Gamificación
1428	21SN2-200546	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76263531-3	Sociedad Agromaster Consultores Limitada	Biocontrolador para el cáncer bacteriano del cerezo basado en cepas nativas, y/o subproductos de ellas,  con efecto antagónico sobre Pseudomonas syringae	desarrollar la formulación de un principio activo para su uso como biocontrolador. esto basado en cepas bacterianas nativas y/o sus subproductos extracelulares, las que tendrán actividad antagónica sobre pseudomonas syringae. esta formulación será capaz de disminuir la población epífita del patógeno, disminuyendo su crecimiento y evitando la colonización.	2022.0	10000000	$2.500.000	$2.500.000		Producto	Agrícola (excepto cultivo de uvas)	no aplica	Femenino	Sí	ODS12	12.a	No		Región del Maule	Microempresa	2013-02-05 00:00:00	Servicios de ingeniería o de conocimiento		Producción Sostenible			No			Sin tendencia
1432	21SN2-200506	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77157699-0	seaweedplast	Elaboración de pellet de ácido poliláctico (PLA) en base a suero de queso de la industria nacional, como estrategia de revalorización para su uso en el desarrollo de bioplásticos	producir ácido poliláctico (pla) a partir de suero de leche proveniente de la industria quesera chilena, para su revalorización y potencial utilización en bioplásticos	2022.0	10000000	$4.500.000	$4.500.000		Producto	Química, caucho y plásticos (excepto industria farmacéutica)	no aplica	Masculino	Sí	ODS12	12.3	Sí	Suministro Circular	Región del Biobío	Sin ventas	2020-06-05 00:00:00	Comercio y retail	Ecodiseño	Economía Circular		Uso y fabricación de productos más inteligentes	No			Sin tendencia
1436	21SN2-200488	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76321430-3	Agricola y comercializadora Apipucalán ltda	Jaleas reales chilenas: determinación y cuantificación de propiedades físicas y químicas para su potenciación en el mercado de los alimentos funcionales	caracterizar física y químicamente jaleas reales que se producen en la v y vi región del país, en colmenas alimentadas de manera natural y con alimentación suplementaria (torta proteica) en dos épocas del año para conocer sus propiedades e identificar posibles variaciones con la estacionalidad y las condiciones de alimentación, y de esta manera dar un valor agregado a este alimento funcional proveniente de las colmenas de abejas apis mellifera.	2022.0	10000000	$2.500.000	$2.500.000		Producto	Salud y Farmacéutica (en humanos)	no aplica	Femenino	Sí	ODS12	12.2	No		Región de Valparaíso	Pequeña	2005-08-09 00:00:00	Comercio y retail		Producción Sostenible			No			Química Verde (Green Chemestry)
1437	21SN2-200485	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76933776-8	Biorigen spa	Prototipo de cepillo dental de madera utilizando recursos madereros actualmente sin valor economico e invasores de la Región del Bio Bio	prototipar el primer cepillo dental sustentable chileno, confeccionado con recursos madereros locales y actualmente sin uso en la región del biobío. para ello, se evaluarán las propiedades físicas de los recursos madereros con especial atención a la resistencia y duración a la humedad.	2022.0	8000000	$2.000.000	$2.000.000		Producto	Salud y Farmacéutica (en humanos)	no aplica	Femenino	Sí	ODS12	12.5	Sí	Suministro Circular	Región del Biobío	Microempresa	2018-10-09 00:00:00	Comercio y retail	Ecodiseño	Economía Circular		Aplicación útil de materiales	No			Sin tendencia
1439	21SN2-200469	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77236706-6	Patagonian Viking SpA	Desarrollo de biopolímero de nanocelulosa bacteriana utilizando desechos de la industria frutícola e hidromielera	desarrollar, a través de la vinculación con una entidad colaboradora, un novedoso biopolimero en base a nanocelulosa sintetizada por  acetobacter xylinum, para la producción de materiales “verdes” utilizando como fuente de carbono materias primas renovables y abundantes, como los desechos de la agroindustria frutícola e hidromielera de la región de los lagos.	2022.0	10000000	$2.500.000	$2.500.000		Producto	Química, caucho y plásticos (excepto industria farmacéutica)	no aplica	Femenino	Sí	ODS12	12.5	Sí	Suministro Circular	Región de Valparaíso	Microempresa	2020-10-22 00:00:00	Servicios de ingeniería o de conocimiento	Ecodiseño	Economía Circular		Aplicación útil de materiales	No			Materiales Avanzados (Advanced Materials)
1442	21SN2-200440	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76932964-1	Sociedad Comercial Hidalga SPA	ESTUDIO PARA LA PAQUETIZACIÓN DE HIDALGA, PARA FACILITAR LA COMERCIALIZACIÓN Y DISTRIBUCIÓN A NIVEL NACIONAL E INTERNACIONAL	realizar un análisis característico y comparativo de los componentes moleculares y fitohormonales de hidalga, concentrar y paquetizar el producto, mediante técnicas de biología molecular y química analítica para comprender y teorizar respecto a su exitoso funcionamiento sin perder funcionalidad, todo ello para mejorar su escalabilidad y comercialización nacional e internacional	2022.0	10000000	$2.500.000	$2.500.000		Producto	Agrícola (excepto cultivo de uvas)	no aplica	Masculino	No					Región de Valparaíso	Pequeña	2018-10-25 00:00:00	Comercio y retail					No			Mass customization
1444	21SN2-200435	Renuévate	Subsidio	Súmate a innovar	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76770169-1	Salmokine SpA	Escalamiento de la producción de una Proteína recombinante de salmón (InnBoost) que previene de manera efectiva brotes infecciosos bacterianos en salmónidos.	determinar condiciones operacionales a escala de biorreactor para la producción de la proteína recombinante innboost y de esta manera optimizar rendimientos y productividades de proceso.	2022.0	10000000	$2.500.000	$2.500.000		Proceso	Pesca y acuicultura	no aplica	Masculino	No	ODS8	8.4	No		Región de Valparaíso	Microempresa	2017-08-21 00:00:00	Servicios de ingeniería o de conocimiento		Habilitador para la EC			No			Manufactura Avanzada (Advanced Manufacturing)
1450	21CYEM-200065	Consolida y Expande	Subsidio	Consolida y Expande Mujer	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76689818-1	Plan 3D SPA	Expansión Simuladores Clínicos Plan 3D	incrementar nuestro posicionamiento en los mercados donde ya hemos penetrado y escalar nuestro negocio a nivel comercial e industrial hacia el mercado norteamericano (estados unidos), implementando una estrategia de introducción de nuestras soluciones pertenecientes a la línea de negocio de simuladores clínicos para el área de vía aérea y audiología. se busca aumentar nuestras ventas de exportación en un 300% durante los 12 meses que dura el proyecto.	2022.0	38938200	$10.485.800	$4.312.200		Producto	Salud y Farmacéutica (en humanos)	Convocatoria	Femenino	Sí	ODS9	9.b	No		Región de Valparaíso	Microempresa	2017-01-23 00:00:00	Salud y asistencia social		Innovación Social			No			Sin tendencia
1451	21CYEM-200057	Consolida y Expande	Subsidio	Consolida y Expande Mujer	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76616296-7	Invexsa SpA	Consolidación y expansión comercial WiseMin	el objetivo general del proyecto es lograr el escalamiento a nivel comercial de nuestro producto tecnológico comercializable, a través del fortalecimiento técnico de la solución, maduración del modelo de negocios, mejoramiento de las capacidades tecnológicas generadas en el beneficiario, e incremento de ventas de nuestra innovación tecnológica a nivel nacional, para lograr acceder a redes que nos permitan la aceleración nacional.	2022.0	39924800	$20.848.800	$13.744.800		Producto	Minería y metalurgia extractiva	Convocatoria	Femenino	Sí	ODS9	9.4	Sí	Extensión de Ciclo de Vida de Productos	Región de Valparaíso	Pequeña	2016-11-29 00:00:00	Servicios de ingeniería o de conocimiento	Reparar	Economía Circular		Extensión de vida útil del producto y sus partes	No			Sin tendencia
1455	21CYEM-200038	Consolida y Expande	Subsidio	Consolida y Expande Mujer	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	77371473-8	Sociedad BalanceLab Limitada	Expansión comercial de Multisuplementos naturales microencapsulados único en este tipo de asociación de ingredientes en el mundo	aumentar las ventas de nuestros productos a nivel nacional de manera sostenida, duplicando las ventas cada seis meses, a través del posicionamiento de nuestra marca y sus productos incrementando la cobertura en chile, dando a conocer sus características que la hacen única en el mercado nacional, junto con complementar nuestra oferta con 3 nuevos lanzamientos e implementar una solución ecológica de recarga que este en armonía con las tendencias actuales de re-uso y disminución de residuos.	2022.0	31810000	$8.176.000	$1.400.000		Producto	Alimentos (excepto producción de vino y derivados)	Convocatoria	Femenino	Sí	ODS12	12.5	Sí	Suministro Circular	Región de Valparaíso	Sin ventas	2021-05-19 00:00:00	Alimentos (excepto producción de vino y derivados)	Biodiseño	Economía Circular		Uso y fabricación de productos más inteligentes	No			Sin tendencia
1464	21CYEM-200016	Consolida y Expande	Subsidio	Consolida y Expande Mujer	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76132107-2	Sociedad Agro Q-TRAL SPA	Escalamiento y consolidación en mercado nacional e internacional de un producto biológico para control de control de pudriciones de post cosecha en palta var. Hass	aumentar la capacidad productiva de fermentación y consolidar las ventas en el mercado nacional e internacional de un producto biológico en base a bacterias benéficas seleccionadas para el control de antracnosis y pudrición peduncular en palta var hass, disminuyendo la incidencia de las pudriciones de postcosecha durante la exportación	2022.0	40000000	$10.000.000	$1.330.000		Producto	Agrícola (excepto cultivo de uvas)	Convocatoria	Femenino	Sí	ODS12	12.3	No		Región de Valparaíso	Pequeña	2011-02-03 00:00:00	Comercio y retail		Habilitador para la EC			No			Sin tendencia
1468	21CYEM-199996	Consolida y Expande	Subsidio	Consolida y Expande Mujer	Consolida y Expande	FINALIZADO		76133654-1	ASESORIAS ASGREEN SPA	EMMA CyE	Desarrollar y ejecutar una estrategia comercial con foco en los sectores minero e industrial, que permita posicionar a EMMA como una herramienta de gestión energética digital a nivel nacional e internacional, para con esto escalar las ventas dentro de Chile y comenzar la internacionalización.	2022.0	40000000	$24.926.940	0		Servicio	Energético	Convocatoria	Femenino	Sí	ODS7	7.3			Región del Maule	Microempresa	2011-02-15 00:00:00	Servicios de ingeniería o de conocimiento								Software de aplicación
1473	21CYEM-199971	Consolida y Expande	Subsidio	Consolida y Expande Mujer	Consolida y Expande	FINALIZADO		76885548-K	G & I SPA	Secusensor	Introducir Secusensor a mercados nacionales e internacionales con ventas directas a clientes asociados al mercado de combustibles, energía y minería.	2022.0	39650000	$27.024.000	$6.000.000		Producto	Multisectorial	Convocatoria	Femenino	No					Región de Valparaíso	Otro										Internet de las Cosas (IoT)
1478	21CVS-200364	Desarrolla innovación	Subsidio	Crea y Valida Economía Circular	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77712200-2	AGROINDUSTRIAL RAZETO LTDA	Snack de pulpa desgrasada: Revalorización efectiva de los subproductos del aceite de palta	obtener un producto comercializable tipo snack rico en fibra a partir de pulpa desgrasada de palta por medio de validación técnica y comercial, con el objetivo de lograr una reducción efectiva de los residuos de la producción de aceite de palta	2022.0	29390000	$7.620.000	$1.000.000		Producto	Alimentos (excepto producción de vino y derivados)	no aplica	Masculino	Sí	ODS12	12.3	Sí	Suministro Circular	Región de Valparaíso	Mediana	2002-01-04 00:00:00	Alimentos (excepto vitivinícola)	Biodiseño	Economía Circular		Uso y fabricación de productos más inteligentes	No			Sin tendencia
1479	21CVS-200350	Desarrolla innovación	Subsidio	Crea y Valida Economía Circular	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76075818-3	Simpo SpA	Protector Forestal Biodegradable RUKAN	fabricar protectores forestales que sean de bajo costo y capaces de biodegradarse a partir de los 3 años de uso y que alcancen niveles de transmitancia lumínica y temperaturas similares a la alternativa no biodegradable (polipropileno 75%) además de aportar vitaminas y minerales, realizando exploración de materiales, testeos de usabilidad, temperatura, transmitancia lumínica, etc, con especies vegetales; logrando afectar de manera positiva a la industria forestal (reforestación).	2022.0	30000000	$7.520.000	$7.520.000		Producto	Forestal	no aplica	Masculino	Sí	ODS15	15.b	No		Región del Biobío	Microempresa	2009-10-30 00:00:00	Forestal		Producción Sostenible			No			Materiales Avanzados (Advanced Materials)
